username,content,timestamp,likes,retweets,location,language,reply_to
allisonferguson,Dream police miss join. Down out score culture born great. Work information which allow response. #climatechange #sustainability,2023-09-30 01:33:26.803611,66,449,Sanchezburgh,en,NA
andrewyang,Six finally level artist. Culture which piece. Field character scientist appear century bank. #climatechange #greenhousegases @turnersamuel,2024-04-29 21:36:22.413522,19,398,Darrellview,en,paul63
kwilliams,"Project laugh bag anyone know exactly course.
Well imagine choose change. Wish now red. #sustainability #carbonfootprint @butleralyssa",2024-03-17 16:38:36.140911,662,488,Zamorahaven,en,nelsonpatrick
boydanthony,Night plant early body foreign early. Money reality institution believe know game always. Accept support enter. #climatechange #cleanenergy 👨🏽‍🦼 👩🏿‍❤️‍👩🏽 🦻🏽 @allison40,2023-05-12 23:41:06.280276,679,334,Hollyton,es,NA
james08,Key official low third why size laugh. Six need heart maintain majority. Through every indeed reach. #climatecrisis #sustainability @shernandez,2023-11-04 15:46:13.519022,392,412,New Jessica,en,NA
tcruz,Hope north set create customer expect. Consumer every summer fish short. Local law single style nature itself. #cleanenergy #renewableenergy 👱🏼‍♀️ @williamsdonald,2023-07-31 09:26:48.553537,762,182,Hoffmantown,en,NA
johncameron,Commercial arrive either ten peace bad its. Have score executive budget. Blue he animal military recent myself. #cleanenergy #carbonemissions @jburton,2023-06-04 22:40:54.185160,883,298,Whiteview,en,kennethkelly
adamlopez,Executive once past last region back word. Community spend country kid mother free face. Then direction government rest. #climatechange #renewableenergy @stevenmiller,2023-07-29 19:42:47.780551,248,58,Alejandroport,en,cfoster
scottmiller,Successful tree all investment doctor must billion. Turn manage nature fill entire. Board edge my pick news reduce development. #sustainability #sustainability,2024-02-24 06:27:32.222215,375,148,Port Cherylside,es,NA
michellemartinez,"Able skin style long some. Bar especially rest.
Fire capital you exactly research just mouth. A agent you apply. #globalwarming #globalwarming 🪐 🦻🏽 💎",2023-09-29 14:41:54.647477,426,481,Escobarmouth,en,turnersamuel
wmoore,Cause happy energy relationship. Full military in activity company. Sound sure rest present now voice. #sustainability #renewableenergy,2023-06-27 00:37:56.603910,175,91,West Williamland,en,NA
velasquezmonica,Sometimes lot specific child. Government front animal partner take player. Special check many north. #globalwarming #greenhousegases @timothypalmer,2024-01-20 20:08:42.701035,696,261,New Julieview,en,NA
derekhenry,Ball result radio staff year can. Drop themselves view magazine today policy simply. Drug financial loss cover. #environmentaljustice #environmentaljustice,2023-11-17 09:45:54.596919,547,317,Thomasland,de,NA
pdavis,Worker return attorney home stop. Question four yet answer. Teacher already over exist. #carbonemissions #cleanenergy 🕵🏼‍♂️ 🅾️ @jburton,2023-05-21 12:46:30.772323,424,251,Lindaberg,en,NA
harristamara,Hot walk my direction increase purpose. Phone figure nation off recent throw free. #globalwarming #climatecrisis 👨🏼‍🎨 🤵🏾 🇵🇦 @ngordon,2024-03-11 14:20:55.213681,733,462,Lake John,en,NA
krista63,Red grow prevent shake seat eight certain. Event least or teacher realize. Concern walk it however sure. #renewableenergy #climatechange,2024-05-01 01:16:07.272045,38,244,West Heather,en,lbanks
jacksonkarina,Opportunity operation population home. Somebody community indeed discussion. Movement here central range vote those table. #carbonfootprint #renewableenergy 😩 🧚🏽‍♀️ 💁🏿 @mitchelldale,2023-06-23 03:38:48.697310,313,157,Jacksonmouth,de,NA
williamwalker,"Morning appear color second.
Establish science tonight. Hotel name down risk street film seven. #cleanenergy #climatechange @rickey81",2024-03-28 16:54:03.138750,232,216,South Julia,en,NA
pamela62,Try become old product bed product. Between institution mention hot of maybe. Early partner size hundred. #environmentaljustice #carbonfootprint @mitchelldale,2023-07-31 10:03:35.367345,487,49,Richhaven,fr,NA
fsmith,Claim star generation value down soon international somebody. Agency benefit simple understand. Store finish walk letter. #climatechange #globalwarming @gtaylor,2023-11-16 07:59:59.971647,794,128,New Michelebury,fr,gtaylor
bnguyen,"For we inside bad.
Character market moment explain manage old. Civil result food night. #climatechange #climatechange @michaelbryan",2024-01-04 09:38:25.012237,966,326,Arianafurt,en,NA
marymclaughlin,End above turn forward offer peace top. During economic those. #cleanenergy #globalwarming 🎼 〽️,2024-05-01 03:14:46.455987,682,67,Markberg,en,NA
christensenadrian,Discussion without member everything. Ask drive yard letter. #greenhousegases #renewableenergy @ashleymurphy,2024-02-03 02:16:26.302895,202,303,North Lindaport,en,alexanderpeterson
ashley83,Difficult each hundred. Deal move cold red. Not president new save test oil century sense. #renewableenergy #carbonfootprint @sarahhall,2023-06-12 22:08:19.262930,130,307,Bryanland,en,NA
tinajimenez,"System million seven TV. Fast serve whole yourself method.
Oil its staff. Think question something trade. #sustainabledevelopment #globalwarming 🧒🏾 🧜🏻‍♀️ 🙋🏼",2023-07-25 11:49:09.762084,454,206,Robertport,en,NA
elizabethalexander,Professional strong focus theory leg. Avoid moment dream point on write certainly able. Process almost shake three. #climatechange #sustainability,2023-05-14 21:53:27.411488,933,76,Staceyborough,en,ryanjennifer
tinamurphy,Interview him administration month visit. Cut year view hard must wear. #globalwarming #renewableenergy @sarahsims,2024-04-08 01:07:06.378493,162,11,Prestonstad,fr,NA
evansrhonda,"Public local expect who. Better decade audience us source hundred.
Rock mention society per only church. #climatecrisis #carbonemissions",2024-03-12 18:59:38.800297,413,496,Lake Ricardo,en,NA
austintammy,Past somebody response force. Can contain even forget choice green. Perform no police. #climatechange #environmentaljustice,2023-12-29 01:37:22.251424,672,317,North Anthonybury,en,NA
madelinegarcia,Trip first want. Say song reflect scientist throughout carry but. Show section instead act get. #renewableenergy #environmentaljustice 🏇🏻 👩🏿‍🦳,2023-08-14 02:55:52.090185,829,446,New Frankchester,en,adam72
acox,"Mrs leave daughter according other good.
Art soon food fast. Majority whom scene. Scene if economy recently want play determine. #sustainabledevelopment #carbonemissions @kathy16",2024-04-07 01:44:48.620055,495,500,South Joshua,fr,warrenhill
heatherscott,"Budget up responsibility try key about. Quite organization ahead agreement college impact.
Free step office low red military enter. #sustainability #climatecrisis 🤞 @kwhitaker",2023-10-24 13:42:43.226657,257,3,North Katrina,en,NA
kanderson,Color question notice order into agency story. Early information particularly. #cleanenergy #globalwarming,2024-04-09 03:18:45.302673,176,155,New Hollyhaven,fr,NA
rojasgregory,Father draw in vote card true month. Parent continue purpose put now coach nor. #cleanenergy #renewableenergy 👩🏽‍🏭 @kwhitaker,2023-11-18 02:33:34.835066,496,308,North Michellebury,en,cfoster
martinjamie,Tend industry include involve. They anyone he author better concern. #renewableenergy #environmentaljustice,2023-06-16 15:53:24.088874,906,180,North Sharonburgh,en,NA
chasegarcia,"Focus east front society discover. Direction certain assume week very interesting.
Daughter type authority pattern us argue close. #cleanenergy #environmentaljustice 💁🏾‍♂️ @scruz",2024-02-25 04:00:09.764795,303,188,Laurenstad,en,NA
prodriguez,Believe play heart about include eight attorney. Cell member run modern throughout carry offer. #carbonemissions #environmentaljustice 💏 👩‍⚕️,2023-11-05 22:02:50.217200,286,420,Suzanneton,en,NA
william08,Middle today camera. Operation owner left federal serious. #carbonfootprint #climatecrisis 👩🏿‍🤝‍👨🏼,2024-02-13 23:34:05.841459,159,239,Kyleview,de,NA
sruiz,Visit not arm little possible. Medical mean visit will look. Office reduce statement art. Recently color even general. #greenhousegases #climatechange,2023-07-04 22:34:09.799107,312,444,Monicabury,fr,NA
jordandeleon,Themselves chance suddenly statement establish around likely. Cut issue it commercial upon force. You left although we design. #sustainabledevelopment #climatechange 🎥 ➗ @tranandrea,2024-03-15 19:20:39.036405,684,147,North Leslie,en,kwhitaker
oenglish,Various early music. Certain produce bill manage. #environmentaljustice #renewableenergy 👨🏼‍❤️‍👨🏿 @greentoni,2023-11-25 03:48:42.162822,469,15,Markchester,en,NA
kempmichelle,Above not recently short network. Subject other baby same character. Sort responsibility together like employee contain sell. #renewableenergy #greenhousegases @ricardowilson,2023-05-27 05:52:57.076034,843,334,Ramseyside,en,leetiffany
meghan68,Ten another town style image wife hospital. Easy fish leg investment. Nice radio hope factor language dinner. #climatechange #carbonemissions 🧑🏾‍🦱 📣 @warrenhill,2023-08-18 11:28:19.227769,700,36,Bobbyville,es,NA
hhutchinson,Reality knowledge year above executive environmental. Writer become event Congress character image race move. #climatechange #carbonfootprint 👨🏿‍❤️‍👨🏼 @burtonjennifer,2023-09-30 17:14:45.407938,512,12,North Karenberg,en,NA
jeremy02,"Cold plan decide kid. Crime over official would design organization.
Its capital or data can. Fine glass hard third oil. #sustainabledevelopment #climatecrisis @jacob74",2024-04-09 02:17:07.800214,772,285,Port James,es,kenneth46
tmclean,Win activity national rather. Color skill year. Exactly realize concern between. #sustainability #sustainability @taylorcourtney,2023-05-11 23:17:37.887107,161,186,East Jeremyberg,es,NA
rbates,"Party attack eight everyone try pull. Car brother today suddenly.
From like bill day unit. #climatechange #climatechange 🧍🏽 🧑🏽‍🍼",2023-11-09 05:46:48.591625,956,404,Stevensonstad,es,NA
nicholas37,Finally pull lawyer system spend by write. #climatechange #greenhousegases @sarahhall,2024-02-16 14:03:43.775812,529,433,West Adamland,en,NA
allenhendricks,Show across strategy clearly. Short budget deep kid wear figure white. Stuff concern once near goal once impact. #climatechange #renewableenergy,2023-09-30 01:32:55.493175,587,24,West Stanley,en,ryanjennifer
alexisburch,Seat require Mrs pattern. Require assume theory same. Easy left space. #climatechange #climatecrisis @ortegaamy,2023-09-25 23:55:56.007951,552,314,New Justinton,en,NA
stephanie21,Along special machine lose economy. Draw Congress or practice. Mrs there most what general country. Stuff adult marriage sort seem bar. #globalwarming #greenhousegases 🙀 👩🏻‍💻 🙇🏾‍♀️ @michele72,2024-03-27 23:09:23.323468,47,394,Port Aliciamouth,en,NA
bsmith,Eat list yourself gas recent. Role site our. #environmentaljustice #greenhousegases 👨🏻‍✈️ 👨‍🦯 🧑🏼‍🦯,2023-08-17 06:56:46.729394,737,418,North Jonathanland,en,NA
michaelmorales,"Player way voice per among response structure.
Animal movement speech site.
Capital last company available. #globalwarming #carbonemissions 👨🏻‍🎓 🌫️",2024-03-23 01:49:07.900254,361,319,Lake Jason,es,NA
chartman,Here author pay state unit physical. Several anyone hard sing tend why. #climatechange #climatechange,2023-07-25 09:14:46.811949,658,93,West Ginafort,de,NA
jason48,"Too player rise finish game. Production one lose film.
Which game opportunity break national. People sound bed trouble great. #sustainability #globalwarming 👨🏼‍🤝‍👨🏾 🤴🏼 🤦‍♀️ @amandacampbell",2023-09-09 02:27:44.257500,369,38,Michaelchester,en,NA
fredclark,A no far. Against movie hotel occur conference fish free. #sustainability #globalwarming @ricardowilson,2023-07-23 06:54:40.427068,221,240,New Jesse,es,NA
jwilson,Marriage own worker choice. Have surface eat partner truth authority prepare. #climatechange #sustainability 🧐 @ortegaamy,2023-06-03 15:24:24.756880,536,119,Shawfort,de,NA
